postcode,postcode_space,postcode area,Average_download_speed_Mbit_s,Maximum_download_speed_Mbit_s,Minimum_download_speed_Mbit_s,Average_upload_speed_Mbit_s,Maximum_upload_speed_Mbit_s,Minimum_upload_speed_Mbit_s,Average_data_usage_GB,All Premises,All Matched Premises,lsoa_area,county
BS105AY,BS10 5AY,BS,4.286341384539473,5.303304908059076,1.410986973710262,1.9459101490553132,2.5649493574615367,0.4054651081081644,5.459585514144159,3.367295829986474,3.367295829986474,Bristol 004D,"Bristol, City of"
BS105AZ,BS10 5AZ,BS,4.359269647551265,5.303304908059076,1.791759469228055,2.151762203259462,2.747270914255491,0.5877866649021191,5.916202062607435,3.044522437723423,3.044522437723423,Bristol 004D,"Bristol, City of"
BS105BA,BS10 5BA,BS,4.122283930911342,4.675628649636653,1.7047480922384253,1.9878743481543455,3.044522437723423,0.3364722366212129,5.683579767338681,3.1780538303479458,3.1780538303479458,Bristol 004C,"Bristol, City of"
BS105BB,BS10 5BB,BS,4.30406509320417,5.303304908059076,1.33500106673234,2.2512917986064953,3.044522437723423,0.4054651081081644,5.768320995793772,3.295836866004329,3.295836866004329,Bristol 004C,"Bristol, City of"
BS105BD,BS10 5BD,BS,4.388257184424518,5.303304908059076,1.6486586255873816,1.9878743481543455,2.5649493574615367,0.4054651081081644,5.910796644040527,3.4657359027997265,3.4657359027997265,Bristol 004C,"Bristol, City of"
BS105BE,BS10 5BE,BS,4.552823705615882,5.303304908059076,1.0296194171811581,2.028148247292285,2.5649493574615367,0.4054651081081644,4.997212273764115,2.8903717578961645,2.8903717578961645,Bristol 004D,"Bristol, City of"
BS105BH,BS10 5BH,BS,4.242764567340374,5.303304908059076,2.128231705849268,2.2512917986064953,3.044522437723423,0.6418538861723947,4.762173934797756,3.044522437723423,3.044522437723423,Bristol 004C,"Bristol, City of"
BS105BJ,BS10 5BJ,BS,4.29592393562047,5.303304908059076,0.09531017980432493,2.0541237336955462,2.5649493574615367,0.09531017980432493,5.049856007249537,3.367295829986474,3.367295829986474,Bristol 004C,"Bristol, City of"
BS105BL,BS10 5BL,BS,4.467056883858457,5.303304908059076,2.322387720290225,1.916922612182061,2.5649493574615367,0.5306282510621704,4.90527477843843,3.044522437723423,3.044522437723423,Bristol 004C,"Bristol, City of"
BS105BN,BS10 5BN,BS,4.341204640153626,5.303304908059076,2.379546134130174,2.186051276738094,3.044522437723423,0.6931471805599453,4.820281565605037,3.044522437723423,3.044522437723423,Bristol 004C,"Bristol, City of"
BS105BP,BS10 5BP,BS,4.375757021660286,5.303304908059076,2.4932054526026954,2.0014800002101243,2.8678989020441064,0.6931471805599453,5.673323267171493,3.1780538303479458,3.1780538303479458,Bristol 004C,"Bristol, City of"
