postcode,postcode_space,postcode area,Average_download_speed_Mbit_s,Maximum_download_speed_Mbit_s,Minimum_download_speed_Mbit_s,Average_upload_speed_Mbit_s,Maximum_upload_speed_Mbit_s,Minimum_upload_speed_Mbit_s,Average_data_usage_GB,All Premises,All Matched Premises,lsoa_area,county
PL267JH,PL26 7JH,PL,2.8390784635086144,3.713572066704308,0.5877866649021191,1.33500106673234,2.3978952727983707,0.26236426446749106,4.955827057601261,2.70805020110221,2.70805020110221,Cornwall 041D,Cornwall
PL267JJ,PL26 7JJ,PL,2.70805020110221,3.261935314328648,0.1823215567939546,0.7419373447293773,1.0986122886681098,0.26236426446749106,4.31748811353631,2.302585092994046,2.302585092994046,Cornwall 041D,Cornwall
PL267JL,PL26 7JL,PL,3.0349529867072724,3.6027767550605247,0.9555114450274363,1.2237754316221157,1.7578579175523736,0.3364722366212129,4.6913478822291435,2.8903717578961645,2.8903717578961645,Cornwall 041F,Cornwall
PL267JN,PL26 7JN,PL,2.9806186357439426,3.3032169733019514,2.1041341542702074,1.3862943611198906,1.9459101490553132,0.5877866649021191,5.075173815233827,2.0794415416798357,2.0794415416798357,Cornwall 041D,Cornwall
PL267JQ,PL26 7JQ,PL,3.7013019741124933,4.194189897191817,1.0986122886681098,2.163323025660538,2.785011242238338,0.3364722366212129,4.844187086458591,2.0794415416798357,2.0794415416798357,Cornwall 041D,Cornwall
PL267LB,PL26 7LB,PL,2.9444389791664403,3.696351468952637,1.4816045409242156,1.1314021114911006,2.3978952727983707,0.3364722366212129,5.10594547390058,2.6390573296152584,2.6390573296152584,Cornwall 030C,Cornwall
PL267LD,PL26 7LD,PL,2.424802725718295,3.2228678461377385,0.47000362924573563,0.6418538861723947,0.8329091229351039,0.26236426446749106,4.736198448394496,1.791759469228055,1.791759469228055,Cornwall 030C,Cornwall
PL267LE,PL26 7LE,PL,2.6741486494265287,3.8918202981106265,0.5306282510621704,0.9162907318741551,2.0014800002101243,0.26236426446749106,4.61512051684126,2.8903717578961645,2.8903717578961645,Cornwall 030C,Cornwall
PL267LF,PL26 7LF,PL,1.1314021114911006,1.6094379124341003,0.6418538861723947,0.47000362924573563,0.6931471805599453,0.3364722366212129,4.127134385045092,2.6390573296152584,2.6390573296152584,Cornwall 030C,Cornwall
PL267LG,PL26 7LG,PL,3.044522437723423,3.979681653901961,0.5306282510621704,1.5686159179138452,2.509599262378372,0.3364722366212129,3.8066624897703196,2.6390573296152584,2.6390573296152584,Cornwall 030C,Cornwall
PL267LH,PL26 7LH,PL,3.828641396489095,4.394449154672439,0.8329091229351039,2.5726122302071057,3.044522437723423,0.3364722366212129,3.9512437185814275,2.3978952727983707,2.3978952727983707,Cornwall 030C,Cornwall
PL267LJ,PL26 7LJ,PL,4.133565275375382,4.394449154672439,2.312535423847214,2.8094026953624978,3.044522437723423,0.6931471805599453,4.477336814478207,3.044522437723423,3.044522437723423,Cornwall 030C,Cornwall
PL267LL,PL26 7LL,PL,4.07753744390572,4.394449154672439,3.2188758248682006,2.617395832834079,3.044522437723423,0.7419373447293773,4.795790545596741,2.6390573296152584,2.6390573296152584,Cornwall 030C,Cornwall
PL267LN,PL26 7LN,PL,3.824284091120139,4.393213824064446,0.4054651081081644,2.4159137783010487,3.044522437723423,0.26236426446749106,4.343805421853684,2.995732273553991,2.995732273553991,Cornwall 030C,Cornwall
PL267LP,PL26 7LP,PL,3.4307561839036995,3.9815490680767565,0.4054651081081644,1.824549292051046,2.3978952727983707,0.1823215567939546,4.290459441148391,2.3978952727983707,2.3978952727983707,Cornwall 030C,Cornwall
PL267LT,PL26 7LT,PL,2.4159137783010487,4.02535169073515,0.7884573603642703,0.9555114450274363,2.3978952727983707,0.3364722366212129,3.8066624897703196,2.5649493574615367,2.5649493574615367,Cornwall 030C,Cornwall
PL267LU,PL26 7LU,PL,2.9391619220655967,3.1654750481410856,2.0412203288596382,0.9932517730102834,1.667706820558076,0.6418538861723947,5.351858133476067,2.4849066497880004,2.4849066497880004,Cornwall 030C,Cornwall
PL267LW,PL26 7LW,PL,3.6888794541139363,4.393213824064446,0.6418538861723947,2.379546134130174,3.044522437723423,0.3364722366212129,4.820281565605037,2.302585092994046,2.302585092994046,Cornwall 030C,Cornwall
PL267LX,PL26 7LX,PL,4.146304301152812,4.356708826689592,2.6461747973841225,2.785011242238338,3.044522437723423,0.6931471805599453,4.727387818712341,2.0794415416798357,2.0794415416798357,Cornwall 030C,Cornwall
PL267LY,PL26 7LY,PL,3.288401887516811,4.393213824064446,1.9600947840472698,1.9021075263969205,3.044522437723423,0.5877866649021191,5.438079308923196,2.0794415416798357,2.0794415416798357,Cornwall 030D,Cornwall
PL267NA,PL26 7NA,PL,2.5726122302071057,3.349904087274605,2.128231705849268,1.0986122886681098,2.0412203288596382,0.5877866649021191,3.4965075614664802,2.302585092994046,2.302585092994046,Cornwall 030B,Cornwall
PL267NB,PL26 7NB,PL,3.713572066704308,4.394449154672439,1.1939224684724346,2.379546134130174,3.044522437723423,0.3364722366212129,5.820082930352362,4.02535169073515,4.02535169073515,Cornwall 030D,Cornwall
PL267ND,PL26 7ND,PL,3.8308129500026027,4.394449154672439,1.3609765531356006,2.5494451709255714,3.044522437723423,0.3364722366212129,5.720311776607412,4.248495242049359,4.248495242049359,Cornwall 030C,Cornwall
PL267NE,PL26 7NE,PL,3.462606009790799,4.379523504455763,2.6946271807700692,1.7404661748405046,2.803360380906535,0.6931471805599453,5.978885764901122,2.1972245773362196,2.1972245773362196,Cornwall 030B,Cornwall
PL267NF,PL26 7NF,PL,3.374168709274236,3.9473901492654373,1.5686159179138452,1.8082887711792655,2.2300144001592104,0.3364722366212129,5.493061443340548,3.6635616461296463,3.6635616461296463,Cornwall 030C,Cornwall
PL267NG,PL26 7NG,PL,3.370738174177447,4.393213824064446,1.7047480922384253,1.8082887711792655,3.044522437723423,0.3364722366212129,5.056245805348308,3.044522437723423,3.044522437723423,Cornwall 030D,Cornwall
PL267NJ,PL26 7NJ,PL,2.9391619220655967,3.713572066704308,1.308332819650179,1.3609765531356006,2.1162555148025524,0.3364722366212129,5.030437921392435,2.9444389791664403,2.9444389791664403,Cornwall 030C,Cornwall
PL267NN,PL26 7NN,PL,3.2771447329921766,3.8691155044168695,1.3862943611198906,1.8082887711792655,2.2512917986064953,0.3364722366212129,5.66988092298052,3.332204510175204,3.332204510175204,Cornwall 030D,Cornwall
PL267NP,PL26 7NP,PL,3.9415818076696905,4.389498649512583,3.493472657771326,2.580216829592325,2.990719731730447,2.174751721484161,5.697093486505405,1.9459101490553132,1.9459101490553132,Cornwall 030D,Cornwall
PL267NQ,PL26 7NQ,PL,2.7013612129514133,3.505557396986398,1.62924053973028,1.0647107369924282,1.916922612182061,0.3364722366212129,5.278114659230517,2.1972245773362196,2.1972245773362196,Cornwall 030C,Cornwall
